industry_group_id,vehicle_system_id,vehicle_system_description,function_id,function_description,notes,date_created_or_last_modified
4,0,"Non-specific System",130,"Display for Protection System for Marine Engines","The ECU that provides the display of information and/or indicators associated specifically with the protection system on an engine of a Marine System.",2001-10-24
4,0,"Non-specific System",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
4,10,"System tools",255,"Not Available",,2003-09-30
4,20,"Safety systems",255,"Not Available",,2003-09-30
4,25,Gateway,130,,,2017-11-16
4,30,"Power management and lighting systems",130,"Switch ",,2003-09-30
4,30,"Power management and lighting systems",140,"Load ",,2003-09-30
4,40,"Steering systems",130,"Follow-up Controller",,2003-09-30
4,40,"Steering systems",140,"Mode Controller",,2003-09-30
4,40,"Steering systems",150,"Automatic Steering Controller",,2003-09-30
4,40,"Steering systems",160,"Heading Sensors",,2003-09-30
4,50,"Propulsion systems",130,"Engineroom monitoring",,2003-09-30
4,50,"Propulsion systems",140,"Engine Interface",,2003-09-30
4,50,"Propulsion systems",150,"Engine Controller",,2003-09-30
4,50,"Propulsion systems",160,"Engine Gateway",,2003-09-30
4,50,"Propulsion systems",170,"Control Head",,2003-09-30
4,50,"Propulsion systems",180,Actuator,,2003-09-30
4,50,"Propulsion systems",190,"Gauge Interface",,2003-09-30
4,50,"Propulsion systems",200,"Gauge Large",,2003-09-30
4,50,"Propulsion systems",210,"Gauge Small",,2003-09-30
4,50,"Propulsion systems",220,"Propulsion Sensors & Gateway",,2017-05-11
4,60,"Navigation systems",130,"Sounder, depth   ",,2003-09-30
4,60,"Navigation systems",140,,,2003-09-30
4,60,"Navigation systems",145,"Global Navigation Satellite System (GNSS)",,2003-09-30
4,60,"Navigation systems",150,"Loran C",,2003-09-30
4,60,"Navigation systems",155,"Speed Sensors",,2003-09-30
4,60,"Navigation systems",160,"Turn Rate Indicator",,2003-09-30
4,60,"Navigation systems",170,"Integrated Navigation   ",,2003-09-30
4,60,"Navigation systems",200,"Radar and/or Radar Plotting",,2003-09-30
4,60,"Navigation systems",205,"Electronic Chart Display & Information System (ECDIS)",,2003-09-30
4,60,"Navigation systems",210,"Electronic Chart System (ECS)",,2003-09-30
4,60,"Navigation systems",220,"Direction Finder",,2003-09-30
4,70,"Communications systems",130,"Emergency Position Indicating Beacon (EPIRB)",,2003-09-30
4,70,"Communications systems",140,"Automatic Identification System",,2003-09-30
4,70,"Communications systems",150,"Digital Selective Calling (DSC)",,2003-09-30
4,70,"Communications systems",160,"Data Receiver",,2003-09-30
4,70,"Communications systems",170,Satellite,,2003-09-30
4,70,"Communications systems",180,"Radio-Telephone (MF/HF)",,2003-09-30
4,70,"Communications systems",190,"Radio-Telephone (VHF)",,2003-09-30
4,80,"Instrumentation/general systems",130,"Time/Date systems",,2003-09-30
4,80,"Instrumentation/general systems",140,"Voyage Data Recorder",,2003-09-30
4,80,"Instrumentation/general systems",150,"Integrated Instrumentation",,2003-09-30
4,80,"Instrumentation/general systems",160,"General Purpose Displays",,2003-09-30
4,80,"Instrumentation/general systems",170,"General Sensor Box",,2003-09-30
4,80,"Instrumentation/general systems",180,"Weather Instruments",,2003-09-30
4,80,"Instrumentation/general systems",190,Transducer/general,,2003-09-30
4,80,"Instrumentation/general systems",200,"NMEA 0183 Converter",,2003-09-30
4,90,"Environmental (HVAC) systems",255,"Not Available",,2003-09-30
4,100,"Deck, cargo, and fishing equipment systems",255,"Not Available",,2003-09-30
4,127,"Not Available",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",128,"Supplemental Engine Control Sensing",,1998-02-01
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",129,"Generator Set Controller","Generator set controller used to collect data and control.",1999-11-11
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",130,"Generator Voltage Regulator",,2005-02-10
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",131,"Choke Actuator","Device used to Control the flow of air on a Gas Engine.",2009-02-17
5,0,,132,"Well Stimulation Pump","Device which communicates operating parameters of a well stimulation pump used in oil and gas drilling applications.",2015-11-05
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
5,127,"Not Available",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
